index,x,y,vocab
0,43.275333404541016,-36.904361724853516,./images/1000.jpg
1,41.33478546142578,42.21588134765625,./images/10001.jpg
2,-3.9686739444732666,-50.69672393798828,./images/100012.jpg
3,-17.206527709960938,-1.9098516702651978,./images/100036.jpg
4,14.156963348388672,-71.5986557006836,./images/100098.jpg
5,61.56406021118164,-41.393489837646484,./images/1001.jpg
6,-40.61255645751953,-19.011207580566406,./images/100140.jpg
7,-54.719696044921875,-22.288360595703125,./images/100144.jpg
8,-44.239444732666016,11.311848640441895,./images/10015.jpg
9,-16.367229461669922,-13.198137283325195,./images/10016.jpg
10,36.143585205078125,30.287456512451172,./images/100166.jpg
11,-5.071650981903076,-31.185531616210938,./images/100172.jpg
12,-8.984782218933105,26.344152450561523,./images/100176.jpg
13,43.54072952270508,52.801246643066406,./images/100197.jpg
14,0.11030054837465286,-38.930625915527344,./images/1002.jpg
15,12.999642372131348,43.600982666015625,./images/10022.jpg
16,26.58330535888672,-5.663158416748047,./images/100224.jpg
17,51.948219299316406,42.35852813720703,./images/100229.jpg
18,0.18410204350948334,-54.530818939208984,./images/10024.jpg
19,-13.305930137634277,88.91885375976562,./images/10027.jpg
20,2.3844990730285645,-49.34461975097656,./images/10029.jpg
21,20.035633087158203,-94.92524719238281,./images/10033.jpg
22,-60.53021240234375,14.143754959106445,./images/1004.jpg
23,-22.958932876586914,93.35782623291016,./images/10041.jpg
24,36.96369934082031,-6.039212703704834,./images/1005.jpg
25,41.20338439941406,36.02241897583008,./images/10051.jpg
26,-60.2575798034668,-28.940532684326172,./images/10052.jpg
27,-22.378807067871094,-27.372648239135742,./images/100561.jpg
28,36.400352478027344,-48.109649658203125,./images/100570.jpg
29,-16.314090728759766,-1.8191930055618286,./images/100583.jpg
30,3.7961695194244385,-75.08407592773438,./images/1006.jpg
31,-39.98301315307617,44.74762725830078,./images/100617.jpg
32,-11.337153434753418,28.54891014099121,./images/100623.jpg
33,-2.75277042388916,-4.763347625732422,./images/100626.jpg
34,-34.483428955078125,-51.000762939453125,./images/100628.jpg
35,-16.058393478393555,-58.159610748291016,./images/10069.jpg
36,58.370914459228516,24.139080047607422,./images/1007.jpg
37,-11.111063957214355,94.11438751220703,./images/100705.jpg
38,-16.089040756225586,-13.171728134155273,./images/100758.jpg
39,-75.87471008300781,3.910423994064331,./images/100767.jpg
40,-42.092132568359375,-31.749011993408203,./images/1008.jpg
41,21.99625587463379,11.269742965698242,./images/100822.jpg
42,31.59783363342285,51.51616668701172,./images/100828.jpg
43,37.141544342041016,5.249522686004639,./images/100841.jpg
44,-33.63426208496094,9.250444412231445,./images/100879.jpg
45,-35.17750549316406,101.3892822265625,./images/100898.jpg
46,-27.579668045043945,14.814225196838379,./images/1009.jpg
47,62.84321975708008,-29.80249786376953,./images/100906.jpg
48,-11.602204322814941,-34.169464111328125,./images/100930.jpg
49,45.67009735107422,-10.264598846435547,./images/100933.jpg
50,22.94649314880371,-82.99051666259766,./images/100936.jpg
51,19.132720947265625,12.599201202392578,./images/100961.jpg
52,-78.45846557617188,-18.295625686645508,./images/100983.jpg
53,30.8856201171875,-32.946598052978516,./images/1010.jpg
54,30.727218627929688,19.76765251159668,./images/101023.jpg
55,-24.247020721435547,93.23253631591797,./images/101033.jpg
56,-18.762943267822266,-28.440017700195312,./images/101039.jpg
57,-18.72951889038086,86.77935791015625,./images/101049.jpg
58,-14.238312721252441,-34.62261199951172,./images/101053.jpg
59,-36.22737503051758,45.16055679321289,./images/101094.jpg
60,29.03415298461914,8.443222045898438,./images/101098.jpg
61,-44.6583366394043,36.385162353515625,./images/10111.jpg
62,-3.6791956424713135,-33.845603942871094,./images/101139.jpg
63,-9.33951473236084,80.62367248535156,./images/101147.jpg
64,-40.699928283691406,20.110309600830078,./images/101177.jpg
65,72.98226165771484,11.925276756286621,./images/101186.jpg
66,33.437984466552734,9.861173629760742,./images/1012.jpg
67,-35.35869598388672,-4.923795700073242,./images/101220.jpg
68,16.830432891845703,-27.436336517333984,./images/101221.jpg
69,-53.5467643737793,-4.340876579284668,./images/101223.jpg
70,-14.407244682312012,2.9991250038146973,./images/101224.jpg
71,5.827795505523682,27.810455322265625,./images/101228.jpg
72,68.02025604248047,36.369258880615234,./images/101229.jpg
73,-80.01151275634766,-4.397850036621094,./images/101240.jpg
74,-44.82100296020508,-39.322933197021484,./images/101251.jpg
75,3.8497097492218018,-4.568984508514404,./images/101294.jpg
76,-54.17780685424805,18.11469841003418,./images/10139.jpg
77,-18.336898803710938,92.61320495605469,./images/101392.jpg
78,-71.27069854736328,3.075664520263672,./images/101399.jpg
79,53.36246109008789,-11.293654441833496,./images/1014.jpg
80,66.17414855957031,-40.04894256591797,./images/101401.jpg
81,12.353739738464355,14.011531829833984,./images/101403.jpg
82,-0.05142659321427345,95.66234588623047,./images/101406.jpg
83,-10.59572982788086,6.991195201873779,./images/101447.jpg
84,-55.178497314453125,29.773101806640625,./images/1015.jpg
85,-35.83932113647461,84.75149536132812,./images/101527.jpg
86,-77.97860717773438,10.760577201843262,./images/10154.jpg
87,-7.324201583862305,88.42681121826172,./images/101547.jpg
88,-13.285250663757324,-53.502601623535156,./images/101587.jpg
89,45.17948913574219,-34.99427795410156,./images/1016.jpg
90,-8.26023006439209,-57.56324768066406,./images/10163.jpg
91,20.378124237060547,-82.65775299072266,./images/101643.jpg
92,33.56668472290039,-24.157773971557617,./images/101657.jpg
93,-37.738792419433594,47.77548599243164,./images/101667.jpg
94,11.057830810546875,20.63388442993164,./images/101675.jpg
95,6.854514122009277,-18.6533145904541,./images/101677.jpg
96,-16.885108947753906,-8.61117172241211,./images/101684.jpg
97,-16.93587303161621,-8.626394271850586,./images/101686.jpg
98,-47.99617004394531,18.7383975982666,./images/101692.jpg
99,-71.11377716064453,19.89954948425293,./images/101696.jpg
100,-33.91018295288086,49.276981353759766,./images/101697.jpg
101,18.079578399658203,-55.18790817260742,./images/101698.jpg
102,-27.3842830657959,-8.134536743164062,./images/1017.jpg
103,-26.358423233032227,12.014740943908691,./images/101711.jpg
104,-40.40950393676758,16.146671295166016,./images/101716.jpg
105,72.59548950195312,2.5652353763580322,./images/101718.jpg
106,-3.2635631561279297,-56.88160705566406,./images/101722.jpg
107,-46.47834777832031,79.81881713867188,./images/101768.jpg
108,-20.717079162597656,12.29140567779541,./images/1018.jpg
109,50.2643928527832,41.67660140991211,./images/101808.jpg
110,-26.451017379760742,71.74488830566406,./images/101827.jpg
111,27.385576248168945,25.97267723083496,./images/101858.jpg
112,27.411178588867188,26.089040756225586,./images/101862.jpg
113,27.4326229095459,26.017793655395508,./images/101865.jpg
114,-40.56585693359375,-39.32379913330078,./images/101873.jpg
115,-69.23975372314453,18.549236297607422,./images/1019.jpg
116,-27.45457649230957,-0.42369645833969116,./images/10190.jpg
